mjd,rh,delta,alpha,aper_arcsec,mag,mag_err,filter
60330.21603,3.932,4.24,13.144,3.2457,18.662,0.11,o
60330.23214,3.932,4.24,13.143,3.2457,19.133,0.176,o
60331.24359,3.934,4.256,13.049,3.23454,18.611,0.114,o
60331.25368,3.934,4.256,13.048,3.23454,18.774,0.138,o
60331.25789,3.934,4.257,13.047,3.23454,18.382,0.1,o
60331.26504,3.934,4.257,13.047,3.23454,18.536,0.119,o
60332.19305,3.936,4.271,12.959,3.22338,18.139,0.092,o
60332.19668,3.936,4.272,12.958,3.22152,18.475,0.115,o
60332.2021,3.936,4.272,12.958,3.22152,18.228,0.09,o
60332.21371,3.936,4.272,12.957,3.22152,18.25,0.093,o
60336.18765,3.945,4.334,12.558,3.17502,18.093,0.163,o
60336.19081,3.945,4.334,12.558,3.17502,18.268,0.13,o
60336.19805,3.945,4.334,12.557,3.17502,18.303,0.091,o
60336.20809,3.945,4.335,12.556,3.17502,18.403,0.104,o
60340.19028,3.954,4.396,12.127,3.13224,19.004,0.171,c
60340.19345,3.954,4.396,12.126,3.13224,18.851,0.119,c
60340.20023,3.954,4.396,12.125,3.13038,18.741,0.089,c
60340.21081,3.954,4.396,12.124,3.13038,19.054,0.113,c
60342.19,3.959,4.426,11.9,3.10992,18.46,0.123,o
60342.19336,3.959,4.426,11.9,3.10992,18.636,0.11,o
60342.19983,3.959,4.426,11.899,3.10992,18.686,0.095,o
60342.21691,3.959,4.426,11.897,3.10992,18.428,0.074,o
